[2026-06-02 14:43:14] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:06:41] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:20:44] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:30:03] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:30:47] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:31:37] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:34:08] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:36:28] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 15:37:12] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 16:05:20] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 16:06:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.95 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:07:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.96 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:08:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.96 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:09:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.97 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:10:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.98 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:11:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.98 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:12:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.99 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:13:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.99 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:14:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 175.99 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:15:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.00 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:16:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.01 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:17:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.01 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:18:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.02 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:19:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.03 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:20:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.02 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:21:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.03 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:22:20] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.04 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:44:52] [INFO] 磁盘空间检查定时器已启动，间隔: 60000ms, 阈值: 90%
[2026-06-02 16:45:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.05 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:46:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.05 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:47:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.06 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:48:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.05 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:49:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.06 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:50:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.07 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:51:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.06 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:52:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.07 GB / 431.64 GB), 阈值 90%, 需要清理: 否
[2026-06-02 16:53:52] [INFO] 磁盘空间检测: 使用率 40.8% (已用 176.08 GB / 431.64 GB), 阈值 90%, 需要清理: 否
